100, 40, 47, 8, 5
106, 20, 23, 6, 53
112, 10, 12, 4, 83
118, 5, 6, 3, 100
124, 3, 3, 2, 109
131, 2, 2, 2, 113
138, 2, 2, 2, 115
146, 2, 2, 2, 117
155, 2, 2, 2, 118
165, 2, 2, 2, 119
175, 2, 2, 2, 119
185, 2, 2, 2, 119
196, 2, 2, 2, 119
207, 2, 2, 2, 118
220, 2, 2, 2, 118
233, 2, 2, 2, 119
247, 2, 2, 2, 118
262, 2, 2, 2, 119
277, 2, 2, 2, 119
293, 2, 2, 2, 119
310, 2, 2, 2, 119
329, 2, 2, 2, 119
348, 2, 2, 2, 119
369, 2, 2, 2, 118
391, 2, 2, 2, 119
413, 2, 2, 2, 119
437, 2, 2, 2, 119
461, 2, 2, 2, 119
486, 2, 2, 2, 118
514, 2, 2, 2, 119
543, 2, 2, 2, 119
573, 2, 2, 2, 119
603, 2, 2, 2, 118
635, 2, 2, 2, 118
668, 2, 2, 2, 118
702, 2, 2, 2, 118
737, 2, 2, 2, 118
773, 2, 2, 2, 118
811, 2, 2, 2, 118
850, 2, 2, 2, 118
889, 2, 2, 2, 118
930, 2, 2, 2, 119
971, 2, 2, 2, 119
1014, 2, 2, 2, 118
1057, 2, 2, 2, 118
1100, 2, 2, 2, 118
1144, 2, 2, 2, 119
1188, 2, 2, 2, 118
1234, 2, 2, 2, 118
1280, 2, 2, 2, 119
1325, 2, 2, 2, 118
1370, 2, 2, 2, 119
1416, 2, 2, 2, 119
1462, 2, 2, 2, 119
1507, 2, 2, 2, 118
1551, 2, 2, 2, 119
1595, 2, 2, 2, 119
1638, 2, 2, 2, 119
1682, 2, 2, 2, 118
1724, 2, 2, 2, 118
1766, 2, 2, 2, 119
1807, 2, 2, 2, 119
1846, 2, 2, 2, 118
1884, 2, 2, 2, 119
1921, 2, 2, 2, 119
1958, 2, 2, 2, 119
1992, 2, 2, 2, 119
2025, 2, 2, 2, 118
2057, 2, 2, 2, 119
2088, 2, 2, 2, 118
2118, 2, 2, 2, 119
2147, 2, 2, 2, 119
2175, 2, 2, 2, 119
2202, 2, 2, 2, 119
2228, 2, 2, 2, 119
2252, 2, 2, 2, 119
2274, 2, 2, 2, 119
2295, 2, 2, 2, 118
2315, 2, 2, 2, 118
2334, 3, 3, 2, 119
2352, 4, 4, 2, 118
2369, 6, 6, 2, 118
2384, 9, 9, 2, 119
2397, 13, 13, 2, 120
2408, 20, 20, 2, 121
2416, 30, 30, 2, 125
2419, 46, 46, 2, 128
2416, 71, 71, 2, 135
2403, 108, 108, 2, 145
2377, 165, 166, 2, 163
2329, 252, 252, 2, 196
2253, 378, 378, 2, 256
2136, 555, 555, 2, 381
1971, 783, 785, 3, 673
1753, 1042, 1047, 5, 1444
1493, 1267, 1277, 11, 3756
1226, 1330, 1356, 27, 11314
1000, 1031, 1098, 68, 35509
867, 189, 319, 126, 92577
871, 0, 0, 13, 98816
912, 0, 0, 0, 57587
954, 0, 0, 0, 33566
996, 0, 0, 0, 19586
1039, 0, 0, 0, 11449
1082, 0, 0, 0, 6713
1126, 0, 0, 0, 3956
1171, 0, 0, 0, 2353
1217, 0, 0, 0, 1419
1263, 0, 0, 0, 876
1309, 0, 0, 0, 559
1355, 0, 0, 0, 375
1401, 0, 0, 0, 269
1447, 0, 0, 0, 207
1492, 0, 0, 0, 171
1538, 0, 0, 0, 149
1583, 0, 0, 0, 137
1627, 0, 0, 0, 129
1670, 0, 0, 0, 126
1713, 0, 0, 0, 123
1755, 0, 0, 0, 121
1797, 0, 0, 0, 121
1838, 0, 0, 0, 120
1877, 0, 0, 0, 119
1916, 0, 0, 0, 118
1953, 0, 0, 0, 118
1989, 0, 0, 0, 118
2024, 0, 0, 0, 117
2057, 0, 0, 0, 118
2090, 0, 0, 0, 117
2120, 0, 0, 0, 117
2150, 0, 0, 0, 118
2179, 0, 0, 0, 117
2206, 0, 0, 0, 118
2232, 0, 0, 0, 118
2256, 0, 0, 0, 118
2279, 0, 0, 0, 118
2301, 0, 0, 0, 117
2323, 0, 0, 0, 118
2342, 0, 0, 0, 117
2361, 0, 0, 0, 117
2379, 0, 0, 0, 118
2395, 0, 0, 0, 118
2410, 0, 0, 0, 117
2426, 0, 0, 0, 118
2440, 0, 0, 0, 118
2454, 0, 0, 0, 117
2467, 0, 0, 0, 117
2478, 0, 0, 0, 118
2489, 0, 0, 0, 118
2500, 0, 0, 0, 117
2510, 0, 0, 0, 118
2519, 0, 0, 0, 118
2527, 0, 0, 0, 118
2535, 0, 0, 0, 118
2543, 0, 0, 0, 117
2549, 0, 0, 0, 118
2555, 0, 0, 0, 117
2562, 0, 0, 0, 117
2567, 0, 0, 0, 118
2572, 0, 0, 0, 118
2576, 0, 0, 0, 118
2581, 0, 0, 0, 118
2586, 0, 0, 0, 118
2590, 0, 0, 0, 117
2593, 0, 0, 0, 118
2597, 0, 0, 0, 117
2601, 0, 0, 0, 117
2604, 0, 0, 0, 117
2607, 0, 0, 0, 117
2609, 0, 0, 0, 117
2612, 0, 0, 0, 118
2615, 0, 0, 0, 117
2618, 0, 0, 0, 117
2619, 0, 0, 0, 118
2620, 0, 0, 0, 118
2622, 0, 0, 0, 117
2623, 0, 0, 0, 117
2625, 0, 0, 0, 118
2626, 0, 0, 0, 118
2627, 0, 0, 0, 117
2628, 0, 0, 0, 117
2630, 0, 0, 0, 118
2631, 0, 0, 0, 118
2631, 0, 0, 0, 118
2632, 0, 0, 0, 117
2632, 0, 0, 0, 117
2632, 0, 0, 0, 117
2632, 0, 0, 0, 118
2633, 0, 0, 0, 117
2634, 0, 0, 0, 118
2634, 0, 0, 0, 118
2635, 0, 0, 0, 117
2636, 0, 0, 0, 117
2636, 0, 0, 0, 118
2636, 0, 0, 0, 117
2637, 0, 0, 0, 118
2637, 0, 0, 0, 118
2638, 0, 0, 0, 118
2639, 0, 0, 0, 117
2640, 0, 0, 0, 117
2641, 0, 0, 0, 118
2642, 0, 0, 0, 117
2643, 0, 0, 0, 118
2644, 0, 0, 0, 118
2644, 0, 0, 0, 117
2644, 0, 0, 0, 117
2644, 0, 0, 0, 117
2645, 0, 0, 0, 117
2646, 0, 0, 0, 117
2645, 0, 0, 0, 117
2646, 0, 0, 0, 118
2646, 0, 0, 0, 117
2645, 0, 0, 0, 118
2646, 0, 0, 0, 117
2645, 0, 0, 0, 117
2646, 0, 0, 0, 117
2646, 0, 0, 0, 118
2645, 0, 0, 0, 117
2645, 0, 0, 0, 117
2646, 0, 0, 0, 117
2645, 0, 0, 0, 118
2646, 0, 0, 0, 117
