1222, 219, 219, 91, 50
1218, 221, 218, 86, 36
1217, 223, 220, 83, 23
1216, 222, 215, 85, 14
1212, 221, 211, 87, 24
1208, 219, 207, 85, 25
1205, 213, 206, 88, 29
1208, 212, 200, 91, 25
1207, 212, 202, 90, 28
1207, 206, 197, 87, 28
1209, 200, 191, 84, 23
1215, 198, 187, 84, 29
1223, 195, 182, 86, 34
1229, 195, 177, 80, 26
1235, 190, 174, 76, 22
1242, 190, 169, 77, 22
1244, 192, 166, 72, 20
1255, 191, 166, 68, 27
1256, 194, 169, 61, 22
1261, 200, 172, 57, 29
1269, 206, 171, 59, 16
1271, 210, 178, 61, 13
1269, 216, 182, 58, 13
1267, 220, 184, 54, 17
1272, 226, 185, 56, 21
1273, 226, 185, 57, 26
1275, 231, 188, 53, 26
1270, 231, 188, 52, 20
1265, 238, 188, 54, 28
1267, 244, 189, 52, 20
1270, 252, 195, 48, 19
1264, 258, 200, 48, 20
1258, 266, 198, 49, 22
1251, 270, 196, 50, 31
1246, 275, 201, 49, 32
1237, 275, 198, 50, 28
1234, 275, 194, 52, 16
1233, 280, 198, 52, 10
1227, 279, 202, 56, 24
1217, 282, 204, 60, 21
1210, 285, 202, 64, 13
1200, 286, 199, 65, 16
1197, 283, 193, 62, 18
1198, 281, 194, 62, 14
1198, 277, 196, 68, 10
1195, 274, 192, 68, 9
1195, 270, 188, 72, 5
1197, 270, 181, 74, 21
1192, 271, 182, 79, 28
1188, 264, 182, 77, 33
1192, 255, 181, 80, 29
1192, 254, 179, 76, 18
1191, 247, 177, 79, 16
1189, 244, 174, 77, 18
1188, 239, 172, 73, 28
1188, 231, 165, 76, 32
1193, 224, 166, 75, 29
1193, 216, 162, 77, 17
1202, 209, 164, 75, 12
1205, 207, 160, 72, 15
1213, 207, 161, 66, 20
1224, 205, 157, 68, 27
1235, 208, 154, 65, 29
1241, 212, 150, 59, 20
1242, 216, 149, 61, 14
1252, 218, 152, 63, 17
1259, 221, 157, 59, 24
1265, 225, 160, 58, 21
1265, 229, 162, 56, 12
1269, 229, 166, 53, 20
1271, 233, 167, 49, 19
1270, 238, 168, 49, 26
1267, 246, 172, 49, 16
1263, 250, 176, 49, 11
1267, 250, 179, 49, 16
1265, 256, 181, 49, 28
1261, 265, 182, 49, 19
1258, 264, 185, 49, 19
1257, 266, 187, 49, 12
1257, 273, 192, 50, 12
1256, 273, 192, 51, 24
1251, 276, 193, 51, 27
1244, 283, 193, 47, 22
1241, 288, 196, 48, 25
